卫视频道,#genre#
广东卫视,http://36.35.16.98:9901/tsfile/live/0001_27.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
吉林卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
东方卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
重庆卫视,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.250:9488
天津卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
东南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
北京卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
重庆卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
湖北卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
四川卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
北京卫视,http://wouu.net:9977/udp/239.93.0.180:5140
云南卫视,http://58.57.21.166:9901/tsfile/live/0119_1.m3u8
广东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
山东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
安徽卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
湖南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
河北卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
重庆卫视,http://wouu.net:9977/udp/239.93.1.107:5140
海南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
江苏卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
辽宁卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
东南卫视,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.132:8708
江西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
湖南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
深圳卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
江苏卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
四川卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
重庆卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
云南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010119/1.m3u8
山东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
河北卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
广西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
浙江卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
陕西卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000007495/1.m3u8
西藏卫视,http://58.57.21.166:9901/tsfile/live/0111_1.m3u8
青海卫视,http://58.57.21.166:9901/tsfile/live/0140_1.m3u8
山西卫视,http://36.35.16.98:9901/tsfile/live/0001_17.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://58.57.21.166:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://58.57.21.166:9901/tsfile/live/0117_1.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
贵州卫视,http://60.12.183.46:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://58.57.21.166:9901/tsfile/live/0130_1.m3u8
海南卫视,http://58.57.21.166:9901/tsfile/live/1000_1.m3u8
陕西卫视,http://36.35.16.98:9901/tsfile/live/0001_11.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://60.12.183.46:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://58.57.21.166:9901/tsfile/live/0107_1.m3u8
北京卫视,http://58.57.21.166:9901/tsfile/live/0122_1.m3u8
北京卫视,http://36.35.16.98:9901/tsfile/live/0001_19.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://114.230.190.227:8600/rtp/239.49.1.38:6000
辽宁卫视,http://36.35.16.98:9901/tsfile/live/0001_29.m3u8?key=txiptv&playlive=0&authid=0
西藏卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/6603041244077933770/1.m3u8
贵州卫视,http://58.57.21.166:9901/tsfile/live/0120_1.m3u8
四川卫视,http://60.12.183.46:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0
河北卫视,http://www.furymax.top:85/rtp/239.254.96.113:9616
河北卫视,http://121.24.98.154:8090/hls/25/index.m3u8
浙江卫视,http://58.57.21.166:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010098/1.m3u8
陕西卫视,http://iptvcyp.top:9901/tsfile/live/1058_1.m3u8?key=txiptv&playlive=1&authid=0
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000011619/index.m3u8
新疆卫视,http://36.35.16.98:9901/tsfile/live/0001_15.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://tvbox6.icu/tv/migu.php?id=lnws
江西卫视,http://58.57.21.166:9901/tsfile/live/0138_1.m3u8
黑龙江卫视,http://58.57.21.166:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://60.12.183.46:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://58.57.21.166:9901/tsfile/live/0116_1.m3u8
广东卫视,http://58.57.21.166:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://36.35.16.98:9901/tsfile/live/0001_31.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.159:8942
甘肃卫视,http://36.35.16.98:9901/tsfile/live/0001_13.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://36.35.16.98:9901/tsfile/live/0001_4.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://36.35.16.98:9901/tsfile/live/0001_32.m3u8?key=txiptv&playlive=0&authid=0
青海卫视,http://36.35.16.98:9901/tsfile/live/0001_14.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://58.57.21.166:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://36.35.16.98:9901/tsfile/live/0001_20.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://60.12.183.46:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://58.57.21.166:9901/tsfile/live/0121_1.m3u8
河南卫视,http://58.57.21.166:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://36.35.16.98:9901/tsfile/live/0001_24.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://58.57.21.166:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://36.35.16.98:9901/tsfile/live/0001_16.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://60.12.183.46:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://36.35.16.98:9901/tsfile/live/0001_8.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://60.12.183.46:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://36.35.16.98:9901/tsfile/live/0001_26.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://36.35.16.98:9901/tsfile/live/0001_23.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://36.35.16.98:9901/tsfile/live/0001_12.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://121.24.98.154:8090/hls/57/index.m3u8
宁夏卫视,http://36.35.16.98:9901/tsfile/live/0001_6.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://36.35.16.98:9901/tsfile/live/0001_3.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://36.35.16.98:9901/tsfile/live/0001_22.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://58.57.21.166:9901/tsfile/live/0132_1.m3u8
山东卫视,http://36.35.16.98:9901/tsfile/live/0001_28.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,http://36.35.16.98:9901/tsfile/live/0001_9.m3u8?key=txiptv&playlive=0&authid=0
河北卫视,http://60.12.183.46:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://58.57.21.166:9901/tsfile/live/0139_1.m3u8
重庆卫视,http://36.35.16.98:9901/tsfile/live/0001_7.m3u8?key=txiptv&playlive=0&authid=0
宁夏卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226454/index.m3u8
湖南卫视,http://58.57.21.166:9901/tsfile/live/0128_1.m3u8
四川卫视,http://58.57.21.166:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://60.12.183.46:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://1b6467f415.iok.la:9931/tsfile/live/1075_1.m3u8
湖南卫视,http://58.57.21.166:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://iptvcyp.top:9901/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://www.furymax.top:85/rtp/239.69.1.108:10286
河北卫视,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.57:8336
内蒙古卫视,http://114.230.190.227:8600/rtp/239.49.1.240:6000
西藏卫视,http://101.81.119.90:8888/udp/239.45.1.231:5140
北京卫视,http://58.57.21.166:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://114.230.190.227:8600/rtp/239.49.1.48:6000
云南卫视,http://wouu.net:9977/udp/239.93.1.174:5140
重庆卫视,http://www.furymax.top:85/rtp/239.69.1.149:10530
吉林卫视,http://114.230.190.227:8600/rtp/239.49.1.49:6000
黑龙江卫视,http://60.12.183.46:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://58.57.21.166:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://wouu.net:9977/udp/239.93.0.248:5140
河北卫视,http://iptvcyp.top:9901/tsfile/live/1057_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://121.24.98.154:8090/hls/32/index.m3u8
山西卫视,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.224:9332
东南卫视,http://116.117.105.198:8096/tsfile/live/0137_1.m3u8
四川卫视,http://219.159.194.225:8181/tsfile/live/0123_1.m3u8
兵团卫视,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0&cdn=5202
云南卫视,http://36.35.16.98:9901/tsfile/live/0001_2.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://1b6467f415.iok.la:9931/tsfile/live/1067_1.m3u8
广东卫视,http://1b6467f415.iok.la:9931/tsfile/live/1010_1.m3u8
贵州卫视,http://1b6467f415.iok.la:9931/tsfile/live/1071_1.m3u8
兵团卫视,http://1b6467f415.iok.la:9931/tsfile/live/1092_1.m3u8
河南卫视,http://tvbox6.icu/tv/migu.php?id=hnws
东方卫视,http://1b6467f415.iok.la:9931/tsfile/live/1061_1.m3u8
广东卫视,http://219.159.194.225:8181/tsfile/live/0125_1.m3u8
江苏卫视,http://121.24.98.154:8090/hls/38/index.m3u8
重庆卫视,http://1b6467f415.iok.la:9931/tsfile/live/1073_1.m3u8
江西卫视,http://171.107.72.105:4000/udp/239.81.0.204:4056
兵团卫视,http://171.107.72.105:4000/udp/239.81.0.213:4056
湖南卫视,http://171.107.72.105:4000/udp/239.81.0.110:4056
吉林卫视,http://171.107.72.105:4000/udp/239.81.0.58:4056
河北卫视,http://171.107.72.105:4000/udp/239.81.0.51:4056
东方卫视,http://36.35.16.98:9901/tsfile/live/0001_34.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://171.107.72.105:4000/udp/239.81.0.50:4056
大湾区卫视,http://tvbox6.icu/tv/migu.php?id=dwqws
东南卫视,http://171.107.72.105:4000/udp/239.81.0.215:4056
宁夏卫视,http://171.107.72.105:4000/udp/239.81.0.60:4056
青海卫视,http://171.107.72.105:4000/udp/239.81.0.53:4056
深圳卫视,http://171.107.72.105:4000/udp/239.81.0.57:4056
东南卫视,http://171.107.72.105:4000/udp/239.81.0.59:4056
江西卫视,http://171.107.72.105:4000/udp/239.81.0.38:4056
河南卫视,http://171.107.72.105:4000/udp/239.81.0.44:4056
湖南卫视,http://171.107.72.105:4000/udp/239.81.0.40:4056
湖北卫视,http://171.107.72.105:4000/udp/239.81.0.41:4056
内蒙古卫视,http://121.24.98.154:8090/hls/43/index.m3u8
康巴卫视,http://219.159.194.225:8181/tsfile/live/0134_1.m3u8
湖北卫视,http://171.107.72.105:4000/udp/239.81.0.112:4056
山东卫视,http://171.107.72.105:4000/udp/239.81.0.114:4056
四川卫视,http://171.107.72.105:4000/udp/239.81.0.130:4056
江苏卫视,http://171.107.72.105:4000/udp/239.81.0.106:4056
重庆卫视,http://171.107.72.105:4000/udp/239.81.0.47:4056
山西卫视,http://171.107.72.105:4000/udp/239.81.0.49:4056
安徽卫视,http://171.107.72.105:4000/udp/239.81.0.37:4056
贵州卫视,http://171.107.72.105:4000/udp/239.81.0.56:4056
安徽卫视,http://171.107.72.105:4000/udp/239.81.0.211:4056
东方卫视,http://171.107.72.105:4000/udp/239.81.0.111:4056
东方卫视,http://171.107.72.105:4000/udp/239.81.0.29:4056
南方卫视,http://171.107.72.105:4000/udp/239.81.0.32:4056
新疆卫视,http://171.107.72.105:4000/udp/239.81.0.46:4056
陕西卫视,http://219.159.194.225:8181/tsfile/live/0136_1.m3u8
河北卫视,http://1b6467f415.iok.la:9931/tsfile/live/1074_1.m3u8
厦门卫视,http://171.107.72.105:4000/udp/239.81.0.212:4056
天津卫视,http://171.107.72.105:4000/udp/239.81.0.113:4056
四川卫视,http://171.107.72.105:4000/udp/239.81.0.43:4056
浙江卫视,http://171.107.72.105:4000/udp/239.81.0.108:4056
兵团卫视,http://121.24.98.154:8090/hls/54/index.m3u8
陕西卫视,http://171.107.72.105:4000/udp/239.81.0.89:4056
三沙卫视,http://171.107.72.105:4000/udp/239.81.0.242:4056
广东卫视,http://171.107.72.105:4000/udp/239.81.0.36:4056
北京卫视,http://171.107.72.105:4000/udp/239.81.0.30:4056
辽宁卫视,http://171.107.72.105:4000/udp/239.81.0.210:4056
广西卫视,http://171.107.72.105:4000/udp/239.81.0.2:4056
云南卫视,http://171.107.72.105:4000/udp/239.81.0.45:4056
辽宁卫视,http://171.107.72.105:4000/udp/239.81.0.35:4056
广西卫视,http://171.107.72.105:4000/udp/239.81.0.107:4056
北京卫视,http://171.107.72.105:4000/udp/239.81.0.109:4056
贵州卫视,http://171.107.72.105:4000/udp/239.81.0.95:4056
海南卫视,http://171.107.72.105:4000/udp/239.81.0.48:4056
吉林卫视,http://219.159.194.225:8181/tsfile/live/0116_1.m3u8
云南卫视,http://1b6467f415.iok.la:9931/tsfile/live/1081_1.m3u8
浙江卫视,http://171.107.72.105:4000/udp/239.81.0.31:4056
山东卫视,http://171.107.72.105:4000/udp/239.81.0.39:4056
西藏卫视,http://171.107.72.105:4000/udp/239.81.0.55:4056
广东卫视,http://171.107.72.105:4000/udp/239.81.0.104:4056
河北卫视,http://171.107.72.105:4000/udp/239.81.0.94:4056
甘肃卫视,http://171.107.72.105:4000/udp/239.81.0.207:4056
陕西卫视,http://1b6467f415.iok.la:9931/tsfile/live/1083_1.m3u8
辽宁卫视,http://1b6467f415.iok.la:9931/tsfile/live/1069_1.m3u8
深圳卫视,http://171.107.72.105:4000/udp/239.81.0.103:4056
山东卫视,http://1b6467f415.iok.la:9931/tsfile/live/1065_1.m3u8
青海卫视,http://219.159.194.225:8181/tsfile/live/0140_1.m3u8
浙江卫视,http://1b6467f415.iok.la:9931/tsfile/live/1059_1.m3u8
湖南卫视,http://1b6467f415.iok.la:9931/tsfile/live/1058_1.m3u8
吉林卫视,http://1b6467f415.iok.la:9931/tsfile/live/1076_1.m3u8
江苏卫视,http://171.107.72.105:4000/udp/239.81.0.34:4056
厦门卫视,http://1b6467f415.iok.la:9931/tsfile/live/1093_1.m3u8
江西卫视,http://1b6467f415.iok.la:9931/tsfile/live/1066_1.m3u8
